fifa_code,country,region,legacy_year,_1872,_1873,_1874,_1875,_1876,_1877,_1878,_1879,_1880,_1881,_1882,_1883,_1884,_1885,_1886,_1887,_1888,_1889,_1890,_1891,_1892,_1893,_1894,_1895,_1896,_1897,_1898,_1899,_1900,_1901,_1902,_1903,_1904,_1905,_1906,_1907,_1908,_1909,_1910,_1911,_1912,_1913,_1914,_1915,_1916,_1917,_1918,_1919,_1920,_1921,_1922,_1923,_1924,_1925,_1926,_1927,_1928,_1929,_1930,_1931,_1932,_1933,_1934,_1935,_1936,_1937,_1938,_1939,_1940,_1941,_1942,_1943,_1944,_1945,_1946,_1947,_1948,_1949,_1950,_1951,_1952,_1953,_1954,_1955,_1956,_1957,_1958,_1959,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014,_2015,_2016,_2017,_2018,_2019,_2020,_2021,_2022,_2023,_2024,_2025,defunct
ISL,:is: Iceland@@iceland,"<span style=""color:#2A6FB5"">Europe</span>",1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,2,2,2,1,6,0,4,2,0,3,0,2,1,0,1,1,4,2,2,4,6,4,6,5,6,5,6,7,6,8,5,5,5,8,7,8,5,8,9,8,7,10,7,11,10,8,10,9,9,9,8,9,9,6,9,12,11,9,6,10,10,9,11,17,11,14,12,10,13,14,12,12,10,0
KOR,:kr: South Korea@@south korea,"<span style=""color:#5B4FB0"">E. Asia</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,6,0,9,0,7,10,10,7,11,7,7,6,8,19,6,9,19,16,23,17,14,20,23,25,20,6,20,12,13,14,15,15,12,5,14,15,22,6,8,21,19,7,15,23,25,5,20,17,23,15,17,18,22,11,16,14,19,17,9,15,15,20,10,13,19,18,2,10,20,10,17,13,0
THA,:th: Thailand@@thailand,"<span style=""color:#5B4FB0"">E. Asia</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,6,2,9,9,10,8,10,11,14,17,10,19,31,26,16,19,21,12,19,18,18,9,16,16,19,15,12,9,16,10,12,8,5,7,20,5,8,19,14,20,9,25,24,10,11,20,0,7,21,19,9,11,12,14,10,11,11,17,9,11,15,0,13,16,15,20,12,0
CYP,:cy: Cyprus@@cyprus,"<span style=""color:#2A6FB5"">Europe</span> &bull; <span style=""color:#D4A017"">MENA</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,1,4,4,3,2,8,3,4,2,7,4,3,3,5,5,5,5,6,7,3,3,8,5,6,3,7,10,8,7,10,10,9,6,9,9,10,6,9,10,10,7,11,7,11,6,10,7,7,7,6,6,10,8,10,8,12,10,10,10,10,0
ISR,:il: Israel@@israel,"<span style=""color:#D4A017"">MENA</span>",1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,2,3,0,5,0,5,9,8,6,4,2,6,5,6,0,15,8,6,4,5,10,7,1,10,8,4,2,5,5,0,2,8,9,4,8,13,9,4,0,10,12,10,11,9,9,11,13,9,9,6,10,9,9,6,11,8,8,8,8,9,9,6,7,6,7,7,10,7,12,9,10,9,10,0
AFG,:af: Afghanistan@@afghanistan,"<span style=""color:#D4A017"">MENA</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,2,10,2,1,12,0,10,9,14,6,8,4,8,0,6,4,8,6,8,0
IRN,:ir: Iran@@iran,"<span style=""color:#D4A017"">MENA</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,2,6,0,0,2,3,4,2,8,2,4,4,3,3,15,9,10,5,8,17,9,0,14,1,9,0,13,3,9,2,10,12,7,2,8,12,4,0,19,22,18,6,26,20,10,10,18,11,15,13,21,22,12,15,16,9,10,15,10,11,15,12,2,11,12,11,18,12,0
HON,:hn: Honduras@@honduras,"<span style=""color:#8B2424"">LatAm</span> &bull; <span style=""color:#E04E2A"">NA/Carib</span>",1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,6,0,6,0,4,0,2,7,7,0,9,0,7,0,7,6,3,1,7,2,5,0,2,0,1,0,0,18,5,8,5,6,9,6,5,10,0,0,10,17,17,5,7,22,6,6,11,20,22,4,16,17,14,6,16,13,24,15,19,11,22,15,16,12,22,5,10,2,17,14,13,11,15,0
PAK,:pk: Pakistan@@pakistan,"<span style=""color:#8C6BC4"">S. Asia</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,6,4,1,0,4,6,6,0,4,6,1,4,0,9,0,4,1,0,0,1,5,0,3,0,2,0,0,3,4,0,4,5,9,5,4,7,3,3,4,14,0,2,2,8,0,4,4,6,4,9,0,10,10,2,9,8,0,8,1,13,2,3,0,0,5,2,0,0,1,11,4,5,0
FRG,💀 West Germany@@west germany,"<span style=""color:#2A6FB5"">Europe</span>",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,4,12,6,9,5,14,6,7,6,8,4,4,8,15,8,11,7,14,9,7,10,15,7,7,11,13,9,11,11,15,10,11,11,15,9,11,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NCA,:ni: Nicaragua@@nicaragua,"<span style=""color:#8B2424"">LatAm</span> &bull; <span style=""color:#E04E2A"">NA/Carib</span>",1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,4,0,2,1,7,0,0,2,2,0,1,4,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,2,0,2,3,2,0,2,5,5,1,5,9,3,0,5,2,6,1,10,4,3,5,10,7,16,5,15,3,7,12,11,7,9,0
IND,:in: India@@india,"<span style=""color:#8C6BC4"">S. Asia</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,8,8,5,6,14,4,4,7,2,10,6,8,10,8,4,13,9,3,6,7,1,11,7,5,1,5,7,12,8,17,9,8,3,5,4,0,3,2,18,4,8,5,6,7,12,4,8,2,9,10,10,7,7,13,6,12,20,9,12,2,12,7,9,8,13,0,12,8,16,11,12,0
SAA,💀 Saar@@saar,"<span style=""color:#2A6FB5"">Europe</span>",1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GDR,💀 East Germany@@east germany,"<span style=""color:#2A6FB5"">Europe</span>",1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,5,7,5,8,7,7,9,3,6,6,14,3,9,6,10,8,13,19,12,8,10,7,12,6,6,10,11,11,14,12,10,10,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SGP,:sg: Singapore@@singapore,"<span style=""color:#5B4FB0"">E. Asia</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,6,8,14,9,8,4,10,1,3,6,13,18,9,9,12,16,24,15,8,8,10,12,11,14,10,15,15,17,10,14,6,6,3,12,5,5,5,16,0,8,10,13,8,9,13,10,14,11,17,6,15,16,17,10,11,11,18,11,12,12,13,11,10,11,0,11,12,11,12,9,0
MYA,:mm: Myanmar@@myanmar,"<span style=""color:#5B4FB0"">E. Asia</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,1,8,3,6,0,5,3,6,6,8,12,13,16,7,13,21,17,19,11,16,11,8,2,9,6,2,3,3,0,1,1,4,0,2,0,4,1,11,4,10,10,6,5,6,10,0,6,8,9,2,3,7,18,3,8,9,8,6,13,11,12,9,10,10,0,9,11,11,12,5,0
SRI,:lk: Sri Lanka@@sri lanka,"<span style=""color:#8C6BC4"">S. Asia</span>",1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,2,3,3,0,0,2,0,0,3,17,0,0,0,0,0,0,9,5,0,0,1,4,0,3,0,0,2,0,2,0,14,0,8,9,4,1,8,8,8,9,12,7,3,6,4,10,13,3,10,1,6,4,6,6,0,3,10,2,10,4,2,10,9,0
RVN,💀 South Vietnam@@south vietnam,"<span style=""color:#5B4FB0"">E. Asia</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,7,11,9,12,13,10,9,11,11,24,7,6,15,20,4,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MLY,💀 Malaya@@malaya,"<span style=""color:#5B4FB0"">E. Asia</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,13,13,5,11,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HKG,:hk: Hong Kong@@hong kong,"<span style=""color:#5B4FB0"">E. Asia</span>",1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5,14,9,6,4,2,4,5,11,5,12,9,0,14,10,9,4,6,11,3,15,2,7,9,0,3,8,5,9,1,5,6,7,3,0,4,10,3,0,3,4,3,5,6,8,0,16,8,5,10,8,1,8,7,7,10,8,8,11,9,10,6,9,0,3,10,10,19,13,0
ETH,:et: Ethiopia@@ethiopia,"<span style=""color:#6BB04A"">E. Africa</span>",1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,3,8,7,4,7,2,10,8,10,6,1,9,5,1,3,11,6,0,4,3,8,7,20,5,0,1,4,4,6,2,0,14,8,3,10,4,5,0,2,11,4,12,7,5,7,10,5,4,3,9,13,12,14,8,15,4,6,5,5,5,12,10,8,11,6,0
CAM,:kh: Cambodia@@cambodia,"<span style=""color:#5B4FB0"">E. Asia</span> &bull; <span style=""color:#8C6BC4"">S. Asia</span>",1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,2,0,1,3,7,3,5,0,1,6,16,25,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,4,8,6,7,5,0,4,1,8,7,11,3,3,7,6,3,9,14,16,10,9,9,0,9,8,7,12,4,0
SDN,:sd: Sudan@@sudan,"<span style=""color:#6BB04A"">E. Africa</span> &bull; <span style=""color:#D4A017"">MENA</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,4,2,0,0,6,3,10,4,12,3,10,9,4,13,2,4,10,6,2,2,7,5,5,1,17,2,2,0,6,2,2,4,9,7,5,5,6,11,0,7,2,9,13,15,13,14,13,13,13,15,11,5,21,16,12,7,10,5,1,4,7,8,16,13,10,15,14,0
TPE,:tw: Taiwan@@taiwan,"<span style=""color:#5B4FB0"">E. Asia</span>",1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,5,4,0,5,8,5,4,7,15,7,0,5,13,0,0,4,5,2,4,0,1,0,9,0,7,0,6,2,1,10,0,0,0,3,6,0,0,3,6,0,0,8,6,3,7,6,4,11,6,5,6,4,11,8,5,6,8,11,9,8,10,0,5,1,8,8,7,0
AUS,:au: Australia@@australia,"<span style=""color:#C44A8A"">Oceania</span>",1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,6,0,8,3,12,4,3,6,14,7,1,9,16,3,2,14,8,3,7,1,9,5,6,16,4,3,6,15,10,6,9,12,19,9,0,15,15,4,3,12,12,13,10,13,12,13,17,13,12,11,14,10,13,11,10,0,10,13,8,16,10,0
JOR,:jo: Jordan@@jordan,"<span style=""color:#D4A017"">MENA</span>",1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,1,3,0,0,1,1,6,0,0,4,0,5,1,0,0,9,8,2,9,5,10,0,8,21,6,0,0,5,17,0,0,2,16,5,12,22,13,19,9,27,5,17,9,20,11,9,25,16,18,14,17,12,12,13,19,2,19,10,10,21,17,0
KSA,:sa: Saudi Arabia@@saudi arabia,"<span style=""color:#D4A017"">MENA</span>",1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,0,0,5,0,1,3,0,2,0,5,12,18,2,6,6,6,16,14,11,26,14,18,8,31,9,3,0,15,20,28,8,24,23,22,15,16,24,22,12,18,20,24,21,17,21,16,14,13,11,13,10,8,11,17,20,2,11,17,11,22,19,0
NZL,:nz: New Zealand@@new zealand,"<span style=""color:#C44A8A"">Oceania</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,4,0,0,2,8,0,5,5,4,1,5,11,19,6,10,9,9,4,4,15,4,2,4,4,6,0,8,6,10,6,12,11,7,7,6,5,1,8,8,3,10,10,3,13,7,5,3,9,12,4,2,0,3,11,8,12,10,0
UAR,💀 United Arab Republic@@united arab republic,"<span style=""color:#D4A017"">MENA</span>",1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRK,:kp: North Korea@@north korea,"<span style=""color:#5B4FB0"">E. Asia</span>",1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,4,8,7,0,0,1,2,4,3,7,7,5,9,0,7,6,15,1,6,0,0,6,7,0,5,12,11,1,10,14,0,0,0,0,5,1,9,6,6,11,6,17,1,11,21,13,23,16,12,6,7,14,9,10,7,13,0,0,0,2,11,6,0
GHA,:gh: Ghana@@ghana,"<span style=""color:#1F8A6B"">W. Africa</span>",1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,5,5,7,10,7,16,13,4,7,9,19,12,8,13,9,7,15,4,7,6,18,14,16,10,7,17,11,5,5,13,11,14,17,11,22,13,10,7,13,13,12,10,8,8,17,8,17,12,18,10,15,16,12,15,8,14,4,10,4,10,16,9,14,10,0
IRQ,:iq: Iraq@@iraq,"<span style=""color:#D4A017"">MENA</span>",1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,3,9,3,5,4,2,13,8,10,12,16,15,9,20,10,9,13,17,5,17,21,16,10,19,12,6,0,3,15,0,3,7,10,1,14,11,18,10,13,21,10,14,20,12,14,15,21,21,20,11,16,13,15,12,22,2,17,10,13,18,13,0
TUN,:tn: Tunisia@@tunisia,"<span style=""color:#D4A017"">MENA</span>",1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,13,5,9,3,7,5,4,3,3,8,12,13,15,6,17,13,6,8,10,6,10,6,15,4,19,22,19,6,8,8,10,12,15,14,14,17,10,18,12,14,9,16,12,16,9,16,10,11,8,16,12,9,12,7,13,13,17,4,16,17,10,15,15,0
NGA,:ng: Nigeria@@nigeria,"<span style=""color:#1F8A6B"">W. Africa</span>",1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,5,4,5,5,13,7,7,2,6,15,10,3,12,12,13,12,5,13,14,3,20,10,10,0,12,8,10,10,11,12,10,17,8,4,9,10,6,14,13,20,10,16,7,8,10,13,9,16,11,12,20,14,9,7,7,14,15,4,10,13,8,17,15,0
KEN,:ke: Kenya@@kenya,"<span style=""color:#6BB04A"">E. Africa</span>",1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,7,5,14,10,10,6,6,5,11,16,8,2,14,9,10,14,13,7,11,3,16,12,10,4,13,11,16,8,15,10,7,6,3,17,16,6,11,17,14,16,20,15,9,5,12,8,20,10,17,11,13,7,11,10,10,12,14,3,10,0,8,13,10,0
UGA,:ug: Uganda@@uganda,"<span style=""color:#6BB04A"">E. Africa</span>",1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,4,4,15,7,7,11,8,5,7,9,12,6,9,12,12,11,4,0,8,10,12,10,5,8,9,5,9,8,11,5,8,6,9,15,1,5,13,17,11,15,17,14,13,12,12,7,12,12,16,15,15,15,12,10,18,9,17,2,11,10,10,11,13,0
